sent_id,situation,emotion,age_group,sex,text
E01145,가족,기쁨,청년,M,아이가 학교에서 상을 받아 왔어. 속이 좀 시끄러워.
E01146,금전,불안,청년,F,주식이 반토막 났어. 자꾸 최악의 상황만 상상하게 돼.
E01147,연애,슬픔,청년,M,애인이 내 생일을 잊었어. 요즘 왜 이렇게 다 허무한지 모르겠어.
E01148,가족,기쁨,청년,F,아이가 학교에서 상을 받아 왔어. 진짜 오랜만에 기분이 날아갈 것 같아.
E01149,가족,상처,청년,F,아빠랑 또 말다툼했어. 내가 그렇게 하찮은 사람인가 싶어.
E01150,직장,불안,중년,M,상사한테 보고서 때문에 한 소리 들었어. 잠도 잘 안 오고 계속 뒤척여.
E01151,연애,상처,노년,F,애인이 내 생일을 잊었어요. 아무렇지 않은 척하는 게 제일 힘들어요.
E01152,연애,불안,청년,F,헤어진 지 한 달 됐는데 아직 생각나. 속이 좀 시끄러워.
E01153,학업,불안,중년,F,취업 준비랑 학교 수업을 같이 하니까 시간이 없어. 심장이 계속 두근거려.
E01154,대인관계,기쁨,청년,F,오랜만에 옛 친구한테 연락이 왔어. 기분이 계속 가라앉아.
E01155,대인관계,슬픔,청년,F,친구가 돈을 빌려 가고 연락이 없어. 요즘 왜 이렇게 다 허무한지 모르겠어.
E01156,학업,기쁨,중년,M,장학금 결과가 나왔어. 요즘 이런 일이 계속 생기니까 살 맛 나.
E01157,직장,기쁨,노년,F,연봉 협상이 생각보다 잘 됐어. 요즘 이런 일이 계속 생기니까 살 맛 나.
E01158,직장,상처,노년,F,회사에서 갑자기 부서 이동하래. 이런 내가 좀 낯설어.
E01159,가족,상처,청년,F,부모님이 자꾸 결혼 얘기를 하셔. 별일 아닌 척했는데 사실 많이 서운했어.
E01160,직장,당황,중년,F,야근이 삼 주째 이어지고 있어. 이런 내가 좀 낯설어.
E01161,연애,불안,청년,M,헤어진 지 한 달 됐는데 아직 생각나. 심장이 계속 두근거려.
E01162,건강,불안,노년,F,병원에서 재검사하래. 심장이 계속 두근거려.
E01163,대인관계,상처,노년,F,친한 친구가 내 뒷담화를 했대. 나를 그렇게밖에 안 봤다는 게 서운해.
E01164,대인관계,분노,청년,F,친구가 돈을 빌려 가고 연락이 없어. 하루 종일 그 생각만 나.
E01165,건강,기쁨,청년,F,다이어트 목표를 드디어 달성했어. 너무 좋아서 아직도 실감이 안 나.
E01166,건강,슬픔,청년,M,요즘 잠을 통 못 자. 요즘 왜 이렇게 다 허무한지 모르겠어.
E01167,직장,분노,청년,F,야근이 삼 주째 이어지고 있어. 당장 따지고 싶은데 참느라 힘들어.
E01168,직장,슬픔,노년,F,프로젝트 마감이 코앞인데 아무것도 안 됐어. 뭐라고 말해야 할지 모르겠어.
E01169,연애,당황,청년,M,남자친구랑 어제 크게 싸웠어. 잠도 잘 안 오고 계속 뒤척여.
E01170,직장,분노,청년,F,출근길에 지하철에서 쓰러질 뻔했어. 생각할수록 열받아.
E01171,대인관계,당황,노년,M,모임에서 나만 빼고 약속을 잡았더라. 그 자리에서 아무 말도 못 했어.
E01172,가족,당황,청년,M,엄마가 병원에 입원하셨어. 아무것도 손에 안 잡혀.
E01173,대인관계,불안,중년,F,이웃이 층간소음으로 찾아왔어. 자꾸 최악의 상황만 상상하게 돼.
E01174,건강,불안,청년,M,두통이 며칠째 안 가. 며칠째 마음이 안 좋아.
E01175,대인관계,슬픔,중년,F,모임에서 나만 빼고 약속을 잡았더라. 요즘 왜 이렇게 다 허무한지 모르겠어.
E01176,연애,기쁨,청년,M,오늘 프러포즈 받았어. 오늘은 뭘 해도 다 잘될 것 같아.
E01177,대인관계,상처,중년,F,친한 친구가 내 뒷담화를 했대. 아무렇지 않은 척하는 게 제일 힘들어.
E01178,학업,상처,중년,F,논문 심사가 다음 주야. 그냥 마음이 복잡해.
E01179,직장,슬픔,청년,F,출근길에 지하철에서 쓰러질 뻔했어. 이런 내가 좀 낯설어.
E01180,금전,분노,청년,M,카드값이 월급보다 많이 나왔어. 진짜 화가 나서 참을 수가 없어.
E01181,연애,상처,청년,M,여자친구가 갑자기 연락을 끊었어. 아무렇지 않은 척하는 게 제일 힘들어.
E01182,가족,기쁨,청년,F,동생이 취직했어. 요즘 이런 일이 계속 생기니까 살 맛 나.
E01183,연애,기쁨,중년,F,오늘 프러포즈 받았어. 혼자 있고 싶다가도 외로워.
E01184,건강,불안,중년,F,병원에서 재검사하래. 심장이 계속 두근거려.
E01185,건강,당황,청년,F,건강검진 결과가 안 좋게 나왔어. 뭐라고 해야 할지 몰라서 머리가 하얘졌어.
E01186,연애,분노,중년,F,애인이 내 생일을 잊었어. 이런 내가 좀 낯설어.
E01187,대인관계,분노,중년,M,이웃이 층간소음으로 찾아왔어. 진짜 화가 나서 참을 수가 없어.
E01188,직장,불안,중년,F,팀장이 내 아이디어를 자기 거라고 발표했어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E01189,직장,분노,노년,F,동기가 먼저 승진했어요. 이런 내가 좀 낯설어요.
E01190,직장,상처,청년,M,회사에서 갑자기 부서 이동하래. 별일 아닌 척했는데 사실 많이 서운했어.
E01191,직장,상처,청년,M,이번 달도 야근 수당이 안 들어왔어. 그 말이 계속 마음에 남아.
E01192,학업,불안,청년,M,같은 조 애들이 아무것도 안 해. 걱정돼서 밥도 잘 안 넘어가.
E01193,연애,분노,노년,M,애인이 내 생일을 잊었어요. 왜 나한테만 이러는 건지 억울해요.
E01194,대인관계,당황,청년,M,친한 친구가 내 뒷담화를 했대. 괜히 예민해지는 것 같아.
E01195,건강,슬픔,노년,F,요즘 잠을 통 못 자. 혼자 있으면 자꾸 울게 돼.
E01196,직장,기쁨,청년,F,연봉 협상이 생각보다 잘 됐어. 속이 좀 시끄러워.
E01197,직장,기쁨,청년,F,동료가 내 실수를 다 덮어줬어. 진짜 오랜만에 기분이 날아갈 것 같아.
E01198,금전,슬픔,청년,F,주식이 반토막 났어. 아무것도 손에 안 잡혀.
E01199,대인관계,분노,청년,F,이웃이 층간소음으로 찾아왔어. 생각할수록 열받아.
E01200,연애,기쁨,청년,F,오늘 프러포즈 받았어. 요즘 이런 일이 계속 생기니까 살 맛 나.
E01201,건강,슬픔,중년,M,허리가 아파서 오래 못 앉아 있어. 요즘 왜 이렇게 다 허무한지 모르겠어.
E01202,건강,분노,노년,F,병원에서 재검사하래. 짜증이 나서 아무것도 손에 안 잡혀.
E01203,연애,불안,청년,F,헤어진 지 한 달 됐는데 아직 생각나. 혼자 있고 싶다가도 외로워.
E01204,학업,상처,청년,F,시험 성적이 생각보다 안 나왔어. 내가 그렇게 하찮은 사람인가 싶어.
E01205,직장,분노,중년,F,회사에서 갑자기 부서 이동하래. 당장 따지고 싶은데 참느라 힘들어.
E01206,직장,분노,중년,F,동기가 먼저 승진했어. 짜증이 나서 아무것도 손에 안 잡혀.
E01207,직장,상처,청년,F,상사한테 보고서 때문에 한 소리 들었어. 아무렇지 않은 척하는 게 제일 힘들어.
E01208,금전,불안,중년,M,주식이 반토막 났어. 걱정돼서 밥도 잘 안 넘어가.
E01209,직장,분노,청년,F,오늘 회의에서 발표를 망쳤어. 진짜 화가 나서 참을 수가 없어.
E01210,가족,분노,청년,F,엄마가 병원에 입원하셨어. 아무것도 손에 안 잡혀.
E01211,대인관계,분노,중년,F,이웃이 층간소음으로 찾아왔어. 생각할수록 열받아.
E01212,학업,불안,중년,M,밤새 공부했는데 문제가 다 처음 보는 거였어. 그냥 좀 지쳐.
E01213,건강,슬픔,청년,F,허리가 아파서 오래 못 앉아 있어. 아무것도 하기 싫고 자꾸 가라앉아.
E01214,직장,상처,청년,M,프로젝트 마감이 코앞인데 아무것도 안 됐어. 잠도 잘 안 오고 계속 뒤척여.
E01215,가족,불안,노년,F,시어머니가 갑자기 집에 오신대. 그냥 마음이 복잡해요.
E01216,학업,불안,중년,M,시험 성적이 생각보다 안 나왔어. 걱정돼서 밥도 잘 안 넘어가.
E01217,금전,분노,청년,M,주식이 반토막 났어. 왜 나한테만 이러는 건지 억울해.
E01218,가족,분노,중년,F,명절에 친척들이 취업 얘기만 물어봤어. 왜 나한테만 이러는 건지 억울해.
E01219,직장,불안,중년,M,오늘 회의에서 발표를 망쳤어. 심장이 계속 두근거려.
E01220,학업,슬픔,중년,M,밤새 공부했는데 문제가 다 처음 보는 거였어. 아무것도 하기 싫고 자꾸 가라앉아.
E01221,연애,슬픔,청년,F,애인이 내 생일을 잊었어. 그냥 마음이 복잡해.
E01222,학업,당황,중년,F,시험 성적이 생각보다 안 나왔어. 너무 갑작스러워서 아직도 얼떨떨해.
E01223,직장,슬픔,청년,M,출근길에 지하철에서 쓰러질 뻔했어. 그냥 하루 종일 눈물만 나.
E01224,학업,분노,중년,F,논문 심사가 다음 주야. 이게 말이 되냐고.
E01225,직장,상처,청년,F,오늘 회의에서 발표를 망쳤어. 그 말이 계속 마음에 남아.
E01226,건강,불안,청년,F,병원에서 재검사하래. 심장이 계속 두근거려.
E01227,건강,상처,중년,F,두통이 며칠째 안 가. 나를 그렇게밖에 안 봤다는 게 서운해.
E01228,학업,불안,중년,F,같은 조 애들이 아무것도 안 해. 앞으로 어떻게 될지 몰라서 계속 불안해.
E01229,직장,기쁨,중년,F,연봉 협상이 생각보다 잘 됐어. 진짜 오랜만에 기분이 날아갈 것 같아.
E01230,가족,슬픔,청년,M,시어머니가 갑자기 집에 오신대. 괜히 예민해지는 것 같아.
E01231,직장,슬픔,중년,F,동기가 먼저 승진했어. 혼자 있으면 자꾸 울게 돼.
E01232,가족,기쁨,중년,F,동생이 취직했어. 며칠째 마음이 안 좋아.
E01233,금전,불안,중년,M,주식이 반토막 났어. 심장이 계속 두근거려.
E01234,직장,기쁨,청년,F,동료가 내 실수를 다 덮어줬어. 하루 종일 그 생각만 나.
E01235,학업,불안,청년,F,밤새 공부했는데 문제가 다 처음 보는 거였어. 뭘 어떻게 해야 할지 모르겠어서 초조해.
E01236,연애,분노,중년,F,남자친구랑 어제 크게 싸웠어. 혼자 있고 싶다가도 외로워.
E01237,가족,슬픔,청년,F,부모님이 자꾸 결혼 얘기를 하셔. 밤에 잠도 안 오고 계속 그 생각만 나.
E01238,연애,기쁨,청년,M,오늘 프러포즈 받았어. 진짜 오랜만에 기분이 날아갈 것 같아.
E01239,연애,슬픔,청년,M,헤어진 지 한 달 됐는데 아직 생각나. 뭘 해도 마음이 텅 빈 것 같아.
E01240,대인관계,기쁨,청년,M,오랜만에 옛 친구한테 연락이 왔어. 오늘은 뭘 해도 다 잘될 것 같아.
E01241,가족,슬픔,중년,F,아빠랑 또 말다툼했어. 아무것도 하기 싫고 자꾸 가라앉아.
E01242,직장,기쁨,중년,F,연봉 협상이 생각보다 잘 됐어. 혼자 있고 싶다가도 외로워.
E01243,건강,당황,노년,F,병원에서 재검사하래. 하루 종일 그 생각만 나요.
E01244,직장,상처,청년,F,야근이 삼 주째 이어지고 있어. 속이 좀 시끄러워.
E01245,학업,기쁨,중년,F,교수님이 내 발표를 칭찬해 주셨어. 며칠째 마음이 안 좋아.
E01246,연애,불안,중년,M,여자친구가 갑자기 연락을 끊었어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E01247,학업,슬픔,청년,M,같은 조 애들이 아무것도 안 해. 그냥 하루 종일 눈물만 나.
E01248,직장,기쁨,청년,F,연봉 협상이 생각보다 잘 됐어. 오늘은 뭘 해도 다 잘될 것 같아.
E01249,건강,슬픔,청년,M,요즘 잠을 통 못 자. 밤에 잠도 안 오고 계속 그 생각만 나.
E01250,금전,슬픔,청년,M,전세 만기가 다가오는데 돈이 부족해. 혼자 있으면 자꾸 울게 돼.
E01251,직장,기쁨,중년,F,동료가 내 실수를 다 덮어줬어. 너무 좋아서 아직도 실감이 안 나.
E01252,학업,불안,중년,F,취업 준비랑 학교 수업을 같이 하니까 시간이 없어. 기분이 계속 가라앉아.
E01253,건강,분노,청년,M,두통이 며칠째 안 가. 속이 좀 시끄러워.
E01254,금전,분노,노년,F,카드값이 월급보다 많이 나왔어요. 진짜 화가 나서 참을 수가 없어요.
E01255,연애,슬픔,청년,F,애인이 내 생일을 잊었어. 그냥 하루 종일 눈물만 나.
E01256,학업,불안,청년,F,밤새 공부했는데 문제가 다 처음 보는 거였어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E01257,직장,기쁨,중년,F,연봉 협상이 생각보다 잘 됐어. 속이 좀 시끄러워.
E01258,직장,불안,청년,M,오늘 회의에서 발표를 망쳤어. 그냥 좀 지쳐.
E01259,연애,당황,중년,F,헤어진 지 한 달 됐는데 아직 생각나. 뭐라고 해야 할지 몰라서 머리가 하얘졌어.
E01260,직장,상처,중년,F,팀장이 내 아이디어를 자기 거라고 발표했어. 별일 아닌 척했는데 사실 많이 서운했어.
E01261,대인관계,분노,청년,F,모임에서 나만 빼고 약속을 잡았더라. 당장 따지고 싶은데 참느라 힘들어.
E01262,직장,상처,중년,F,야근이 삼 주째 이어지고 있어. 그냥 좀 지쳐.
E01263,직장,상처,중년,F,퇴근하고 집에 오면 아무것도 못 하겠어. 잠도 잘 안 오고 계속 뒤척여.
E01264,직장,불안,청년,M,회사에서 갑자기 부서 이동하래. 걱정돼서 밥도 잘 안 넘어가.
E01265,직장,불안,중년,M,팀장이 내 아이디어를 자기 거라고 발표했어. 잘못될까 봐 밤에 잠이 안 와.
E01266,대인관계,슬픔,중년,F,친한 친구가 내 뒷담화를 했대. 그냥 하루 종일 눈물만 나.
E01267,연애,슬픔,청년,M,애인이 내 생일을 잊었어. 속이 좀 시끄러워.
E01268,가족,분노,청년,M,아빠랑 또 말다툼했어. 이게 말이 되냐고.
E01269,직장,상처,중년,F,이번 달도 야근 수당이 안 들어왔어. 괜히 예민해지는 것 같아.
E01270,연애,불안,청년,F,헤어진 지 한 달 됐는데 아직 생각나. 잘못될까 봐 밤에 잠이 안 와.
E01271,직장,분노,청년,M,프로젝트 마감이 코앞인데 아무것도 안 됐어. 그냥 마음이 복잡해.
E01272,학업,상처,청년,F,밤새 공부했는데 문제가 다 처음 보는 거였어. 믿었던 사람한테 이런 일 당하니까 더 아파.
E01273,가족,불안,청년,M,아빠랑 또 말다툼했어. 아무것도 손에 안 잡혀.
E01274,대인관계,기쁨,노년,M,새로 간 모임에서 사람들이 잘 챙겨줬어요. 오늘은 뭘 해도 다 잘될 것 같아요.
E01275,연애,상처,중년,M,남자친구랑 어제 크게 싸웠어. 뭐라고 말해야 할지 모르겠어.
E01276,학업,불안,중년,F,취업 준비랑 학교 수업을 같이 하니까 시간이 없어. 자꾸 최악의 상황만 상상하게 돼.
E01277,직장,기쁨,청년,F,동료가 내 실수를 다 덮어줬어. 요즘 이런 일이 계속 생기니까 살 맛 나.
E01278,금전,불안,중년,F,친구 결혼식이 세 개나 겹쳤어. 심장이 계속 두근거려.
E01279,학업,슬픔,중년,F,취업 준비랑 학교 수업을 같이 하니까 시간이 없어. 하루 종일 그 생각만 나.
E01280,직장,불안,청년,F,출근길에 지하철에서 쓰러질 뻔했어. 심장이 계속 두근거려.
E01281,학업,불안,중년,M,시험 성적이 생각보다 안 나왔어. 걱정돼서 밥도 잘 안 넘어가.
E01282,대인관계,상처,청년,F,친구가 돈을 빌려 가고 연락이 없어. 나를 그렇게밖에 안 봤다는 게 서운해.
E01283,건강,당황,청년,M,건강검진 결과가 안 좋게 나왔어. 어떻게 반응해야 할지 모르겠더라.
E01284,연애,불안,청년,F,여자친구가 갑자기 연락을 끊었어. 하루 종일 그 생각만 나.
E01285,직장,분노,청년,M,회사에서 갑자기 부서 이동하래. 왜 나한테만 이러는 건지 억울해.
E01286,직장,불안,중년,F,팀장이 내 아이디어를 자기 거라고 발표했어. 그냥 마음이 복잡해.
E01287,대인관계,상처,청년,M,모임에서 나만 빼고 약속을 잡았더라. 내가 그렇게 하찮은 사람인가 싶어.
E01288,직장,슬픔,중년,M,동기가 먼저 승진했어. 잠도 잘 안 오고 계속 뒤척여.
E01289,직장,슬픔,청년,F,퇴근하고 집에 오면 아무것도 못 하겠어. 기분이 계속 가라앉아.
E01290,가족,분노,청년,F,부모님이 자꾸 결혼 얘기를 하셔. 이게 말이 되냐고.
E01291,직장,불안,중년,F,오늘 회의에서 발표를 망쳤어. 심장이 계속 두근거려.
E01292,직장,분노,중년,M,퇴근하고 집에 오면 아무것도 못 하겠어. 짜증이 나서 아무것도 손에 안 잡혀.
E01293,가족,슬픔,중년,M,엄마가 병원에 입원하셨어. 밤에 잠도 안 오고 계속 그 생각만 나.
E01294,연애,분노,청년,F,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 짜증이 나서 아무것도 손에 안 잡혀.
E01295,직장,분노,노년,M,팀장이 내 아이디어를 자기 거라고 발표했어. 당장 따지고 싶은데 참느라 힘들어.
E01296,금전,분노,중년,M,주식이 반토막 났어. 생각할수록 열받아.
E01297,대인관계,상처,청년,F,친구가 돈을 빌려 가고 연락이 없어. 나를 그렇게밖에 안 봤다는 게 서운해.
E01298,학업,불안,청년,M,같은 조 애들이 아무것도 안 해. 뭐라고 말해야 할지 모르겠어.
E01299,직장,분노,청년,M,출근길에 지하철에서 쓰러질 뻔했어. 왜 나한테만 이러는 건지 억울해.
E01300,연애,기쁨,중년,F,오늘 프러포즈 받았어. 며칠째 마음이 안 좋아.
E01301,학업,분노,청년,M,시험 성적이 생각보다 안 나왔어. 당장 따지고 싶은데 참느라 힘들어.
E01302,대인관계,기쁨,청년,F,오랜만에 옛 친구한테 연락이 왔어. 괜히 예민해지는 것 같아.
E01303,대인관계,상처,중년,F,이웃이 층간소음으로 찾아왔어. 이런 내가 좀 낯설어.
E01304,직장,기쁨,노년,M,연봉 협상이 생각보다 잘 됐어요. 괜히 예민해지는 것 같아요.
E01305,직장,상처,청년,F,출근길에 지하철에서 쓰러질 뻔했어. 혼자 있고 싶다가도 외로워.
E01306,건강,분노,청년,M,허리가 아파서 오래 못 앉아 있어. 왜 나한테만 이러는 건지 억울해.
E01307,금전,불안,청년,F,카드값이 월급보다 많이 나왔어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E01308,학업,분노,중년,F,취업 준비랑 학교 수업을 같이 하니까 시간이 없어. 진짜 화가 나서 참을 수가 없어.
E01309,가족,상처,중년,F,아빠랑 또 말다툼했어. 믿었던 사람한테 이런 일 당하니까 더 아파.
E01310,건강,슬픔,청년,F,요즘 잠을 통 못 자. 뭘 해도 마음이 텅 빈 것 같아.
E01311,학업,불안,노년,F,밤새 공부했는데 문제가 다 처음 보는 거였어요. 앞으로 어떻게 될지 몰라서 계속 불안해요.
E01312,직장,불안,청년,M,퇴근하고 집에 오면 아무것도 못 하겠어. 뭘 어떻게 해야 할지 모르겠어서 초조해.
E01313,직장,상처,중년,M,출근길에 지하철에서 쓰러질 뻔했어. 잠도 잘 안 오고 계속 뒤척여.
E01314,직장,상처,청년,F,프로젝트 마감이 코앞인데 아무것도 안 됐어. 믿었던 사람한테 이런 일 당하니까 더 아파.
E01315,건강,슬픔,청년,F,병원에서 재검사하래. 아무것도 손에 안 잡혀.
E01316,대인관계,당황,중년,F,이웃이 층간소음으로 찾아왔어. 갑자기 이런 일이 생길 줄 몰랐어.
E01317,연애,불안,청년,F,애인이 내 생일을 잊었어. 이런 내가 좀 낯설어.
E01318,직장,불안,노년,M,상사한테 보고서 때문에 한 소리 들었어요. 앞으로 어떻게 될지 몰라서 계속 불안해요.
E01319,금전,당황,청년,F,전세 만기가 다가오는데 돈이 부족해. 그 자리에서 아무 말도 못 했어.
E01320,학업,기쁨,중년,M,장학금 결과가 나왔어. 이런 내가 좀 낯설어.
E01321,대인관계,불안,중년,F,이웃이 층간소음으로 찾아왔어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E01322,건강,불안,청년,F,병원에서 재검사하래. 자꾸 최악의 상황만 상상하게 돼.
E01323,연애,당황,청년,F,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 기분이 계속 가라앉아.
E01324,건강,불안,중년,F,두통이 며칠째 안 가. 걱정돼서 밥도 잘 안 넘어가.
E01325,건강,상처,청년,M,병원에서 재검사하래. 뭐라고 말해야 할지 모르겠어.
E01326,가족,상처,청년,M,명절에 친척들이 취업 얘기만 물어봤어. 그냥 마음이 복잡해.
E01327,연애,당황,노년,F,남자친구랑 어제 크게 싸웠어요. 너무 갑작스러워서 아직도 얼떨떨해요.
E01328,직장,상처,청년,M,출근길에 지하철에서 쓰러질 뻔했어. 혼자 있고 싶다가도 외로워.
E01329,학업,당황,중년,M,밤새 공부했는데 문제가 다 처음 보는 거였어. 이런 내가 좀 낯설어.
E01330,학업,분노,청년,M,취업 준비랑 학교 수업을 같이 하니까 시간이 없어. 진짜 화가 나서 참을 수가 없어.
E01331,학업,슬픔,청년,M,논문 심사가 다음 주야. 잠도 잘 안 오고 계속 뒤척여.
E01332,직장,분노,청년,F,상사한테 보고서 때문에 한 소리 들었어. 당장 따지고 싶은데 참느라 힘들어.
E01333,가족,당황,청년,F,엄마가 병원에 입원하셨어. 그냥 마음이 복잡해.
E01334,가족,슬픔,중년,M,아빠랑 또 말다툼했어. 아무것도 하기 싫고 자꾸 가라앉아.
E01335,직장,당황,중년,F,퇴근하고 집에 오면 아무것도 못 하겠어. 잠도 잘 안 오고 계속 뒤척여.
E01336,직장,분노,중년,M,회사에서 갑자기 부서 이동하래. 아무것도 손에 안 잡혀.
E01337,직장,분노,중년,M,프로젝트 마감이 코앞인데 아무것도 안 됐어. 생각할수록 열받아.
E01338,학업,기쁨,청년,F,장학금 결과가 나왔어. 오늘은 뭘 해도 다 잘될 것 같아.
E01339,직장,분노,청년,M,퇴근하고 집에 오면 아무것도 못 하겠어. 아무것도 손에 안 잡혀.
E01340,가족,불안,중년,M,부모님이 자꾸 결혼 얘기를 하셔. 잘못될까 봐 밤에 잠이 안 와.
E01341,건강,상처,노년,M,요즘 잠을 통 못 자. 아무렇지 않은 척하는 게 제일 힘들어요.
E01342,건강,불안,청년,M,요즘 잠을 통 못 자. 아무것도 손에 안 잡혀.
E01343,대인관계,상처,청년,F,모임에서 나만 빼고 약속을 잡았더라. 하루 종일 그 생각만 나.
E01344,직장,불안,청년,F,상사한테 보고서 때문에 한 소리 들었어. 자꾸 최악의 상황만 상상하게 돼.
E01345,연애,불안,청년,F,헤어진 지 한 달 됐는데 아직 생각나. 걱정돼서 밥도 잘 안 넘어가.
E01346,학업,불안,청년,F,밤새 공부했는데 문제가 다 처음 보는 거였어. 잘못될까 봐 밤에 잠이 안 와.
E01347,대인관계,상처,노년,F,친구가 돈을 빌려 가고 연락이 없어. 속이 좀 시끄러워.
E01348,연애,상처,청년,F,여자친구가 갑자기 연락을 끊었어. 믿었던 사람한테 이런 일 당하니까 더 아파.
E01349,대인관계,당황,청년,F,이웃이 층간소음으로 찾아왔어. 그 자리에서 아무 말도 못 했어.
E01350,연애,상처,청년,F,남자친구랑 어제 크게 싸웠어. 아무렇지 않은 척하는 게 제일 힘들어.
E01351,대인관계,슬픔,중년,F,이웃이 층간소음으로 찾아왔어. 밤에 잠도 안 오고 계속 그 생각만 나.
E01352,연애,상처,청년,F,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 나를 그렇게밖에 안 봤다는 게 서운해.
E01353,건강,기쁨,청년,F,다이어트 목표를 드디어 달성했어. 그동안 고생한 보람이 있네.
E01354,연애,분노,중년,F,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 이런 내가 좀 낯설어.
E01355,가족,상처,청년,M,아빠랑 또 말다툼했어. 별일 아닌 척했는데 사실 많이 서운했어.
E01356,직장,당황,중년,M,퇴근하고 집에 오면 아무것도 못 하겠어. 잠도 잘 안 오고 계속 뒤척여.
E01357,연애,당황,청년,M,여자친구가 갑자기 연락을 끊었어. 예상을 완전히 벗어나서 정신이 없어.
E01358,직장,불안,청년,F,이번 달도 야근 수당이 안 들어왔어. 그냥 마음이 복잡해.
E01359,직장,분노,청년,F,회사에서 갑자기 부서 이동하래. 이게 말이 되냐고.
E01360,가족,상처,중년,F,엄마가 병원에 입원하셨어. 그 말이 계속 마음에 남아.
E01361,건강,불안,청년,F,건강검진 결과가 안 좋게 나왔어. 심장이 계속 두근거려.
E01362,직장,기쁨,청년,M,연봉 협상이 생각보다 잘 됐어. 아무것도 손에 안 잡혀.
E01363,대인관계,불안,중년,F,친구가 돈을 빌려 가고 연락이 없어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E01364,직장,분노,청년,F,이번 달도 야근 수당이 안 들어왔어. 생각할수록 열받아.
E01365,직장,기쁨,청년,M,연봉 협상이 생각보다 잘 됐어. 혼자 있고 싶다가도 외로워.
E01366,직장,분노,중년,M,오늘 회의에서 발표를 망쳤어. 괜히 예민해지는 것 같아.
E01367,직장,분노,노년,F,오늘 회의에서 발표를 망쳤어요. 진짜 화가 나서 참을 수가 없어요.
E01368,직장,기쁨,청년,M,연봉 협상이 생각보다 잘 됐어. 누구한테라도 자랑하고 싶어.
E01369,가족,슬픔,중년,M,명절에 친척들이 취업 얘기만 물어봤어. 뭐라고 말해야 할지 모르겠어.
E01370,대인관계,분노,청년,F,이웃이 층간소음으로 찾아왔어. 당장 따지고 싶은데 참느라 힘들어.
E01371,직장,분노,중년,F,야근이 삼 주째 이어지고 있어. 생각할수록 열받아.
E01372,직장,슬픔,중년,M,퇴근하고 집에 오면 아무것도 못 하겠어. 요즘 왜 이렇게 다 허무한지 모르겠어.
E01373,연애,상처,중년,F,헤어진 지 한 달 됐는데 아직 생각나. 그 말이 계속 마음에 남아.
E01374,가족,슬픔,청년,F,부모님이 자꾸 결혼 얘기를 하셔. 혼자 있으면 자꾸 울게 돼.
E01375,대인관계,슬픔,중년,F,모임에서 나만 빼고 약속을 잡았더라. 뭐라고 말해야 할지 모르겠어.
E01376,직장,불안,청년,F,퇴근하고 집에 오면 아무것도 못 하겠어. 속이 좀 시끄러워.
E01377,직장,불안,청년,M,프로젝트 마감이 코앞인데 아무것도 안 됐어. 걱정돼서 밥도 잘 안 넘어가.
E01378,학업,슬픔,청년,F,밤새 공부했는데 문제가 다 처음 보는 거였어. 뭘 해도 마음이 텅 빈 것 같아.
E01379,대인관계,슬픔,청년,F,이웃이 층간소음으로 찾아왔어. 혼자 있으면 자꾸 울게 돼.
E01380,연애,기쁨,청년,F,소개팅에서 만난 사람이 또 연락 왔어. 하루 종일 그 생각만 나.
E01381,연애,당황,청년,F,헤어진 지 한 달 됐는데 아직 생각나. 며칠째 마음이 안 좋아.
E01382,금전,상처,중년,M,주식이 반토막 났어. 아무렇지 않은 척하는 게 제일 힘들어.
E01383,건강,당황,청년,M,요즘 잠을 통 못 자. 그 자리에서 아무 말도 못 했어.
E01384,직장,분노,청년,M,오늘 회의에서 발표를 망쳤어. 이게 말이 되냐고.
E01385,학업,불안,청년,F,논문 심사가 다음 주야. 걱정돼서 밥도 잘 안 넘어가.
E01386,가족,슬픔,노년,F,부모님이 자꾸 결혼 얘기를 하셔. 밤에 잠도 안 오고 계속 그 생각만 나.
E01387,학업,불안,중년,F,논문 심사가 다음 주야. 혼자 있고 싶다가도 외로워.
E01388,금전,당황,중년,F,카드값이 월급보다 많이 나왔어. 기분이 계속 가라앉아.
E01389,직장,분노,청년,F,프로젝트 마감이 코앞인데 아무것도 안 됐어. 그냥 마음이 복잡해.
E01390,건강,불안,노년,M,두통이 며칠째 안 가. 걱정돼서 밥도 잘 안 넘어가.
E01391,직장,슬픔,중년,M,야근이 삼 주째 이어지고 있어. 뭐라고 말해야 할지 모르겠어.
E01392,연애,분노,중년,F,남자친구랑 어제 크게 싸웠어. 왜 나한테만 이러는 건지 억울해.
E01393,연애,불안,중년,M,헤어진 지 한 달 됐는데 아직 생각나. 아무것도 손에 안 잡혀.
